file	bleu	correct
schema_21_test_case_15.json	0,8496	true
schema_21_test_case_16.json	0,0000	true
schema_21_test_case_17.json	0,1469	true
schema_21_test_case_18.json	1,0000	true
schema_21_test_case_19.json	1,0000	true
schema_21_test_case_2.json	0,0000	false
schema_21_test_case_20.json	0,0000	true
schema_21_test_case_21.json	0,0000	true
schema_21_test_case_22.json	0,0000	true
schema_21_test_case_3.json	0,0000	true
schema_21_test_case_4.json	0,0000	false
schema_21_test_case_5.json	0,0000	false
schema_21_test_case_6.json	0,0000	true
schema_21_test_case_7.json	0,0000	true
schema_21_test_case_8.json	0,0000	false
schema_21_test_case_9.json	0,7349	true
schema_22_test_case_1.json	0,0000	true
schema_22_test_case_10.json	0,0000	true
schema_22_test_case_11.json	0,0000	true
schema_22_test_case_12.json	0,0000	true
schema_22_test_case_13.json	0,0000	true
schema_22_test_case_2.json	0,0000	true
schema_22_test_case_3.json	0,0000	true
schema_22_test_case_4.json	0,0137	true
schema_22_test_case_5.json	0,0000	true
schema_22_test_case_6.json	0,0000	true
schema_22_test_case_7.json	0,0000	true
schema_22_test_case_8.json	0,0000	true
schema_22_test_case_9.json	0,0000	true
schema_23_test_case_1.json	1,0000	true
schema_23_test_case_10.json	0,0000	true
schema_23_test_case_11.json	0,7227	true
schema_23_test_case_12.json	1,0000	true
schema_23_test_case_13.json	1,0000	true
schema_23_test_case_14.json	0,0000	true
schema_23_test_case_15.json	0,5081	true
schema_23_test_case_16.json	0,0000	true
schema_23_test_case_2.json	0,0000	true
schema_23_test_case_3.json	0,0000	false
schema_23_test_case_4.json	0,1958	true
schema_23_test_case_5.json	1,0000	true
schema_23_test_case_6.json	1,0000	true
schema_23_test_case_7.json	0,0000	true
schema_23_test_case_8.json	0,0000	true
schema_23_test_case_9.json	0,0000	true
schema_24_test_case_1.json	0,0000	true
schema_24_test_case_2.json	0,8409	true
schema_24_test_case_3.json	1,0000	true
schema_24_test_case_4.json	0,0000	true
schema_25_test_case_1.json	0,3247	true
schema_25_test_case_2.json	0,4671	true
schema_25_test_case_3.json	1,0000	true
schema_25_test_case_4.json	0,0000	true
schema_25_test_case_5.json	0,5000	true
schema_25_test_case_6.json	0,0000	true
schema_25_test_case_7.json	0,1422	true
schema_25_test_case_8.json	1,0000	true
schema_26_test_case_1.json	0,0000	true
schema_26_test_case_2.json	1,0000	true
schema_26_test_case_3.json	1,0000	true
schema_26_test_case_4.json	0,0000	true
schema_27_test_case_1.json	0,3247	true
schema_27_test_case_2.json	0,4671	true
schema_27_test_case_3.json	1,0000	true
schema_27_test_case_4.json	0,0000	true
schema_27_test_case_5.json	1,0000	true
schema_27_test_case_6.json	0,0000	true
schema_27_test_case_7.json	0,1425	true
schema_27_test_case_8.json	1,0000	true
schema_29_test_case_1.json	0,0000	true
schema_29_test_case_10.json	0,0000	true
schema_29_test_case_11.json	0,0000	true
schema_29_test_case_12.json	0,0000	true
schema_29_test_case_13.json	0,0000	true
schema_29_test_case_14.json	0,0000	true
schema_29_test_case_15.json	0,0000	true
schema_29_test_case_16.json	0,0000	true
schema_29_test_case_17.json	0,0000	true
schema_29_test_case_18.json	0,0000	true
schema_29_test_case_19.json	0,0000	true
schema_29_test_case_2.json	0,0000	true
schema_29_test_case_20.json	0,0000	true
schema_29_test_case_21.json	0,0000	true
schema_29_test_case_22.json	0,0000	true
schema_29_test_case_23.json	0,0000	true
schema_29_test_case_24.json	0,0000	true
schema_29_test_case_25.json	0,0000	true
schema_29_test_case_26.json	0,0000	true
schema_29_test_case_27.json	0,0000	false
schema_29_test_case_28.json	0,0000	true
schema_29_test_case_29.json	0,0000	true
schema_29_test_case_3.json	0,0000	true
schema_29_test_case_30.json	0,0000	true
schema_29_test_case_31.json	0,0000	true
schema_29_test_case_32.json	0,0000	true
schema_29_test_case_33.json	0,0000	true
schema_29_test_case_34.json	0,0000	true
schema_29_test_case_35.json	0,0000	true
schema_29_test_case_36.json	0,0000	true
schema_29_test_case_37.json	0,0000	true
schema_29_test_case_38.json	0,0000	true
schema_29_test_case_39.json	0,0000	true
schema_29_test_case_4.json	0,0000	true
schema_29_test_case_40.json	0,0000	true
schema_29_test_case_41.json	0,0000	true
schema_29_test_case_42.json	0,0000	true
schema_29_test_case_43.json	0,0000	true
schema_29_test_case_44.json	0,0000	true
schema_29_test_case_45.json	0,0000	true
schema_29_test_case_46.json	0,0000	true
schema_29_test_case_5.json	0,0000	true
schema_29_test_case_6.json	0,0000	true
schema_29_test_case_7.json	0,0000	true
schema_29_test_case_8.json	0,0000	true
schema_29_test_case_9.json	0,0000	true
schema_2_test_case_1.json	0,0000	false
schema_2_test_case_10.json	1,0000	true
schema_2_test_case_11.json	0,0000	false
schema_2_test_case_12.json	1,0000	true
schema_2_test_case_13.json	0,0000	true
schema_2_test_case_14.json	1,0000	true
schema_2_test_case_15.json	0,0000	true
schema_2_test_case_16.json	0,0000	true
schema_2_test_case_17.json	1,0000	true
schema_2_test_case_18.json	0,4365	true
schema_2_test_case_19.json	1,0000	true
schema_2_test_case_2.json	0,0000	true
schema_2_test_case_20.json	0,2913	true
schema_2_test_case_21.json	1,0000	true
schema_2_test_case_22.json	0,0000	false
schema_2_test_case_23.json	0,0000	true
schema_2_test_case_24.json	0,8409	true
schema_2_test_case_25.json	0,0000	true
schema_2_test_case_26.json	0,0000	true
schema_2_test_case_27.json	0,0000	true
schema_2_test_case_3.json	0,0000	true
schema_2_test_case_4.json	1,0000	true
schema_2_test_case_5.json	0,3021	true
schema_2_test_case_6.json	0,0000	true
schema_2_test_case_7.json	0,0000	true
schema_2_test_case_8.json	0,0000	true
schema_2_test_case_9.json	0,0000	true
schema_30_test_case_1.json	0,0000	true
schema_30_test_case_2.json	0,8409	true
schema_30_test_case_3.json	0,6065	true
schema_30_test_case_4.json	0,8409	true
schema_30_test_case_5.json	0,0000	true
schema_31_test_case_1.json	1,0000	true
schema_31_test_case_2.json	1,0000	true
schema_31_test_case_3.json	0,0000	true
schema_31_test_case_4.json	0,0000	true
schema_32_test_case_1.json	0,0000	true
schema_32_test_case_10.json	0,7165	true
schema_32_test_case_11.json	1,0000	true
schema_32_test_case_12.json	0,3776	true
schema_32_test_case_13.json	0,0000	true
schema_32_test_case_14.json	0,0000	false
schema_32_test_case_2.json	0,0000	true
schema_32_test_case_3.json	1,0000	true
schema_32_test_case_4.json	1,0000	true
schema_32_test_case_5.json	1,0000	true
schema_32_test_case_6.json	0,0000	true
schema_32_test_case_7.json	1,0000	true
schema_32_test_case_8.json	1,0000	true
schema_32_test_case_9.json	1,0000	true
schema_33_test_case_1.json	0,0000	false
schema_33_test_case_2.json	1,0000	true
schema_33_test_case_3.json	1,0000	true
schema_33_test_case_4.json	0,0000	true
schema_33_test_case_5.json	0,0000	true
schema_33_test_case_6.json	1,0000	true
schema_33_test_case_7.json	0,0000	false
schema_35_test_case_1.json	0,0000	false
schema_35_test_case_2.json	0,0000	false
schema_35_test_case_3.json	0,0000	false
schema_35_test_case_4.json	0,0000	false
schema_37_test_case_1.json	1,0000	true
schema_37_test_case_2.json	1,0000	true
schema_37_test_case_3.json	1,0000	true
schema_3_test_case_1.json	1,0000	true
schema_3_test_case_10.json	0,0000	true
schema_3_test_case_11.json	0,0000	true
schema_3_test_case_12.json	0,0032	true
schema_3_test_case_13.json	0,0000	true
schema_3_test_case_14.json	0,2162	true
schema_3_test_case_15.json	0,0000	true
schema_3_test_case_16.json	0,0000	true
schema_3_test_case_17.json	0,0000	true
schema_3_test_case_18.json	0,0000	true
schema_3_test_case_19.json	0,0000	true
schema_3_test_case_2.json	0,0000	true
schema_3_test_case_20.json	0,0000	true
schema_3_test_case_21.json	1,0000	true
schema_3_test_case_22.json	0,3457	true
schema_3_test_case_23.json	0,0000	true
schema_3_test_case_24.json	0,7165	true
schema_3_test_case_25.json	0,0000	true
schema_3_test_case_26.json	1,0000	true
schema_3_test_case_27.json	0,0000	true
schema_3_test_case_3.json	0,0000	true
schema_3_test_case_4.json	0,0000	true
schema_3_test_case_5.json	0,0000	true
schema_3_test_case_6.json	1,0000	true
schema_3_test_case_7.json	0,0242	true
schema_3_test_case_8.json	0,0000	true
schema_3_test_case_9.json	0,0000	true
schema_4_test_case_1.json	1,0000	true
schema_4_test_case_2.json	0,5000	true
schema_4_test_case_3.json	0,0000	true
schema_4_test_case_4.json	0,8091	true
schema_4_test_case_5.json	0,0000	true
schema_5_test_case_1.json	0,0000	false
schema_5_test_case_2.json	1,0000	true
schema_6_test_case_1.json	0,0000	true
schema_6_test_case_2.json	0,0000	true
schema_7_test_case_1.json	0,0000	false
schema_7_test_case_10.json	0,0000	false
schema_7_test_case_11.json	0,0000	false
schema_7_test_case_12.json	0,0000	false
schema_7_test_case_13.json	1,0000	false
schema_7_test_case_2.json	0,0000	true
schema_7_test_case_3.json	0,0000	false
schema_7_test_case_4.json	0,0000	false
schema_7_test_case_5.json	0,0000	false
schema_7_test_case_6.json	0,5411	false
schema_7_test_case_7.json	0,6606	false
schema_7_test_case_8.json	0,7825	false
schema_7_test_case_9.json	0,8409	false
schema_8_test_case_1.json	0,0000	true
schema_8_test_case_2.json	1,0000	true
schema_8_test_case_3.json	1,0000	true
schema_8_test_case_4.json	0,0000	true
schema_9_test_case_1.json	0,0000	true
schema_9_test_case_10.json	1,0000	true
schema_9_test_case_11.json	1,0000	true
schema_9_test_case_12.json	0,0000	true
schema_9_test_case_13.json	1,0000	true
schema_9_test_case_14.json	0,5013	true
schema_9_test_case_15.json	1,0000	true
schema_9_test_case_16.json	1,0000	true
schema_9_test_case_2.json	0,7071	true
schema_9_test_case_3.json	0,7788	true
schema_9_test_case_4.json	0,3542	true
schema_9_test_case_5.json	1,0000	true
schema_9_test_case_6.json	0,4714	true
schema_9_test_case_7.json	0,0000	true
schema_9_test_case_8.json	0,0000	true
schema_9_test_case_9.json	0,0000	true
