file	levenshtein	em	compiles
schema_13_test_case_4.json	1,0000	true	true
schema_13_test_case_5.json	0,9231	true	true
schema_13_test_case_6.json	1,0000	true	true
schema_13_test_case_7.json	0,6957	false	true
schema_13_test_case_8.json	0,9744	false	true
schema_13_test_case_9.json	1,0000	true	true
schema_15_test_case_1.json	1,0000	true	true
schema_15_test_case_10.json	1,0000	true	true
schema_15_test_case_11.json	0,9565	false	true
schema_15_test_case_12.json	0,9600	false	true
schema_15_test_case_13.json	1,0000	true	true
schema_15_test_case_14.json	0,6000	false	true
schema_15_test_case_15.json	1,0000	true	true
schema_15_test_case_16.json	1,0000	true	true
schema_15_test_case_17.json	0,9412	false	true
schema_15_test_case_18.json	1,0000	true	true
schema_15_test_case_19.json	0,9792	false	true
schema_15_test_case_2.json	0,9231	false	true
schema_15_test_case_20.json	0,9412	false	true
schema_15_test_case_3.json	1,0000	true	true
schema_15_test_case_4.json	0,5652	false	true
schema_15_test_case_5.json	1,0000	true	true
schema_15_test_case_6.json	0,9500	false	true
schema_15_test_case_7.json	1,0000	true	true
schema_15_test_case_8.json	1,0000	true	true
schema_15_test_case_9.json	0,9841	false	true
schema_17_test_case_1.json	1,0000	true	true
schema_17_test_case_2.json	0,9231	false	true
schema_17_test_case_3.json	0,1552	false	false
schema_18_test_case_1.json	0,7843	false	true
schema_18_test_case_10.json	0,6667	false	true
schema_18_test_case_11.json	1,0000	true	true
schema_18_test_case_12.json	0,7059	false	false
schema_18_test_case_13.json	1,0000	true	true
schema_18_test_case_14.json	0,8085	false	true
schema_18_test_case_15.json	0,3091	false	false
schema_18_test_case_16.json	1,0000	true	true
schema_18_test_case_17.json	1,0000	true	true
schema_18_test_case_18.json	0,9167	true	true
schema_18_test_case_19.json	0,9444	true	true
schema_18_test_case_2.json	0,5385	false	true
schema_18_test_case_20.json	0,9286	false	true
schema_18_test_case_3.json	1,0000	true	true
schema_18_test_case_4.json	0,5000	false	false
schema_18_test_case_5.json	1,0000	true	true
schema_18_test_case_6.json	1,0000	true	true
schema_18_test_case_7.json	1,0000	true	true
schema_18_test_case_8.json	1,0000	true	true
schema_18_test_case_9.json	0,9333	true	true
schema_19_test_case_1.json	1,0000	true	true
schema_19_test_case_2.json	0,3684	false	true
schema_19_test_case_3.json	1,0000	true	true
schema_19_test_case_4.json	0,1053	false	false
schema_19_test_case_5.json	1,0000	true	true
schema_1_test_case_1.json	0,6250	false	true
schema_1_test_case_10.json	1,0000	true	true
schema_1_test_case_11.json	1,0000	true	true
schema_1_test_case_12.json	0,9231	false	true
schema_1_test_case_13.json	0,9333	false	true
schema_1_test_case_14.json	0,9231	false	true
schema_1_test_case_15.json	1,0000	true	true
schema_1_test_case_16.json	1,0000	true	true
schema_1_test_case_17.json	1,0000	true	true
schema_1_test_case_18.json	1,0000	true	true
schema_1_test_case_19.json	1,0000	true	true
schema_1_test_case_2.json	1,0000	true	true
schema_1_test_case_20.json	0,9375	true	true
schema_1_test_case_3.json	1,0000	true	true
schema_1_test_case_4.json	1,0000	true	true
schema_1_test_case_5.json	1,0000	true	true
schema_1_test_case_6.json	0,9615	false	true
schema_1_test_case_7.json	1,0000	true	true
schema_1_test_case_8.json	0,9474	false	true
schema_1_test_case_9.json	0,9231	false	true
schema_20_test_case_1.json	1,0000	true	true
schema_20_test_case_10.json	0,2857	false	false
schema_20_test_case_11.json	1,0000	true	true
schema_20_test_case_12.json	1,0000	true	true
schema_20_test_case_13.json	1,0000	true	true
schema_20_test_case_14.json	1,0000	true	true
schema_20_test_case_15.json	1,0000	true	true
schema_20_test_case_16.json	1,0000	true	true
schema_20_test_case_17.json	1,0000	true	true
schema_20_test_case_18.json	0,1489	false	false
schema_20_test_case_19.json	1,0000	true	true
schema_20_test_case_2.json	0,9375	false	true
schema_20_test_case_20.json	0,7917	false	true
schema_20_test_case_3.json	0,5357	false	true
schema_20_test_case_4.json	0,4091	false	true
schema_20_test_case_5.json	0,8519	false	true
schema_20_test_case_6.json	0,6538	false	true
schema_20_test_case_7.json	0,9474	false	true
schema_20_test_case_8.json	1,0000	true	true
schema_20_test_case_9.json	1,0000	true	true
schema_21_test_case_1.json	1,0000	true	true
schema_21_test_case_10.json	1,0000	true	true
schema_21_test_case_11.json	1,0000	true	true
schema_21_test_case_12.json	0,7045	false	true
schema_21_test_case_13.json	1,0000	true	true
schema_21_test_case_14.json	1,0000	true	true
schema_21_test_case_15.json	1,0000	true	true
schema_21_test_case_16.json	1,0000	true	true
schema_21_test_case_17.json	1,0000	true	true
schema_21_test_case_18.json	1,0000	true	true
schema_21_test_case_19.json	1,0000	true	true
schema_21_test_case_2.json	0,8750	false	true
schema_21_test_case_20.json	1,0000	true	true
schema_21_test_case_3.json	1,0000	true	true
schema_21_test_case_4.json	1,0000	true	true
schema_21_test_case_5.json	1,0000	true	true
schema_21_test_case_6.json	1,0000	true	true
schema_21_test_case_7.json	1,0000	true	true
schema_21_test_case_8.json	1,0000	true	true
schema_21_test_case_9.json	1,0000	true	true
schema_22_test_case_1.json	0,1293	false	false
schema_22_test_case_10.json	1,0000	true	true
schema_22_test_case_11.json	1,0000	true	true
schema_22_test_case_12.json	1,0000	true	true
schema_22_test_case_13.json	1,0000	true	true
schema_22_test_case_14.json	1,0000	true	true
schema_22_test_case_15.json	1,0000	true	true
schema_22_test_case_16.json	0,9545	false	true
schema_22_test_case_17.json	1,0000	true	true
schema_22_test_case_18.json	1,0000	true	true
schema_22_test_case_19.json	1,0000	true	true
schema_22_test_case_2.json	0,9020	false	true
schema_22_test_case_20.json	1,0000	true	true
schema_22_test_case_3.json	1,0000	true	true
schema_22_test_case_4.json	0,8750	true	true
schema_22_test_case_5.json	0,8852	false	true
schema_22_test_case_6.json	1,0000	true	true
schema_22_test_case_7.json	0,3023	false	true
schema_22_test_case_8.json	1,0000	true	true
schema_22_test_case_9.json	1,0000	true	true
schema_23_test_case_1.json	1,0000	true	true
schema_23_test_case_10.json	0,9639	false	true
schema_23_test_case_11.json	1,0000	true	true
schema_23_test_case_12.json	1,0000	true	true
schema_23_test_case_13.json	1,0000	true	true
schema_23_test_case_14.json	1,0000	true	true
schema_23_test_case_15.json	1,0000	true	true
schema_23_test_case_16.json	0,9286	false	true
schema_23_test_case_17.json	0,2500	false	false
schema_23_test_case_18.json	1,0000	true	true
schema_23_test_case_19.json	0,5385	false	true
schema_23_test_case_2.json	0,4872	false	false
schema_23_test_case_20.json	1,0000	true	true
schema_23_test_case_3.json	1,0000	true	true
schema_23_test_case_4.json	0,2891	false	false
schema_23_test_case_5.json	1,0000	true	true
schema_23_test_case_6.json	1,0000	true	true
schema_23_test_case_7.json	0,9444	false	true
schema_23_test_case_8.json	1,0000	true	true
schema_23_test_case_9.json	1,0000	true	true
schema_24_test_case_1.json	1,0000	true	true
schema_24_test_case_10.json	1,0000	true	true
schema_24_test_case_11.json	1,0000	true	true
schema_24_test_case_12.json	1,0000	true	true
schema_24_test_case_13.json	1,0000	true	true
schema_24_test_case_14.json	1,0000	true	true
schema_24_test_case_15.json	1,0000	true	true
schema_24_test_case_16.json	1,0000	true	true
schema_24_test_case_2.json	1,0000	true	true
schema_24_test_case_3.json	1,0000	true	true
schema_24_test_case_4.json	0,9412	false	true
schema_24_test_case_5.json	0,9231	true	true
schema_24_test_case_6.json	0,5714	false	true
schema_24_test_case_7.json	1,0000	true	true
schema_24_test_case_8.json	1,0000	true	true
schema_24_test_case_9.json	1,0000	true	true
schema_25_test_case_1.json	0,6875	false	true
schema_25_test_case_10.json	1,0000	true	true
schema_25_test_case_11.json	0,9375	true	true
schema_25_test_case_12.json	1,0000	true	true
schema_25_test_case_13.json	1,0000	true	true
schema_25_test_case_14.json	1,0000	true	true
schema_25_test_case_15.json	1,0000	true	true
schema_25_test_case_16.json	1,0000	true	true
schema_25_test_case_17.json	1,0000	true	true
schema_25_test_case_18.json	1,0000	true	true
schema_25_test_case_19.json	0,9333	false	true
schema_25_test_case_2.json	0,7857	false	true
schema_25_test_case_20.json	1,0000	true	true
schema_25_test_case_3.json	1,0000	true	true
schema_25_test_case_4.json	1,0000	true	true
schema_25_test_case_5.json	1,0000	true	true
schema_25_test_case_6.json	1,0000	true	true
schema_25_test_case_7.json	0,9286	false	true
schema_25_test_case_8.json	0,1038	false	false
schema_25_test_case_9.json	1,0000	true	true
schema_26_test_case_1.json	1,0000	true	true
schema_26_test_case_10.json	1,0000	true	true
schema_26_test_case_11.json	0,9412	false	true
schema_26_test_case_12.json	0,9231	true	true
schema_26_test_case_13.json	1,0000	true	true
schema_26_test_case_14.json	1,0000	true	true
schema_26_test_case_15.json	1,0000	true	true
schema_26_test_case_16.json	1,0000	true	true
schema_26_test_case_2.json	1,0000	true	true
schema_26_test_case_3.json	1,0000	true	true
schema_26_test_case_4.json	1,0000	true	true
schema_26_test_case_5.json	1,0000	true	true
schema_26_test_case_6.json	1,0000	true	true
schema_26_test_case_7.json	1,0000	true	true
schema_26_test_case_8.json	1,0000	true	true
schema_26_test_case_9.json	0,5714	false	true
schema_27_test_case_1.json	1,0000	true	true
schema_27_test_case_10.json	0,9524	false	true
schema_27_test_case_11.json	1,0000	true	true
schema_27_test_case_12.json	1,0000	true	true
schema_27_test_case_13.json	1,0000	true	true
schema_27_test_case_14.json	1,0000	true	true
schema_27_test_case_15.json	1,0000	true	true
schema_27_test_case_16.json	1,0000	true	true
schema_27_test_case_17.json	0,9375	true	true
schema_27_test_case_18.json	1,0000	true	true
schema_27_test_case_19.json	1,0000	true	true
schema_27_test_case_2.json	1,0000	true	true
schema_27_test_case_20.json	1,0000	true	true
schema_27_test_case_3.json	1,0000	true	true
schema_27_test_case_4.json	0,9412	false	true
schema_27_test_case_5.json	1,0000	true	true
schema_27_test_case_6.json	0,1038	false	false
schema_27_test_case_7.json	1,0000	true	true
schema_27_test_case_8.json	1,0000	true	true
schema_27_test_case_9.json	1,0000	true	true
schema_29_test_case_1.json	1,0000	true	true
schema_29_test_case_10.json	0,0598	false	false
schema_29_test_case_11.json	1,0000	true	true
schema_29_test_case_12.json	1,0000	true	true
schema_29_test_case_13.json	0,9231	false	true
schema_29_test_case_14.json	1,0000	true	true
schema_29_test_case_15.json	0,1310	false	true
schema_29_test_case_16.json	1,0000	true	true
schema_29_test_case_17.json	1,0000	true	true
schema_29_test_case_18.json	1,0000	true	true
schema_29_test_case_19.json	0,9333	false	true
schema_29_test_case_2.json	1,0000	true	true
schema_29_test_case_20.json	1,0000	true	true
schema_29_test_case_3.json	1,0000	true	true
schema_29_test_case_4.json	1,0000	true	true
schema_29_test_case_5.json	1,0000	true	true
schema_29_test_case_6.json	1,0000	true	true
schema_29_test_case_7.json	1,0000	true	true
schema_29_test_case_8.json	0,9231	false	true
schema_29_test_case_9.json	1,0000	true	true
schema_2_test_case_1.json	0,8000	true	true
schema_2_test_case_10.json	1,0000	true	true
schema_2_test_case_11.json	1,0000	true	true
schema_2_test_case_12.json	0,9697	true	true
schema_2_test_case_13.json	0,4091	false	true
schema_2_test_case_14.json	0,8095	true	true
schema_2_test_case_15.json	0,5455	true	true
schema_2_test_case_16.json	0,9667	false	true
schema_2_test_case_17.json	0,2927	false	false
schema_2_test_case_18.json	0,9655	false	true
schema_2_test_case_19.json	1,0000	true	true
schema_2_test_case_2.json	1,0000	true	true
schema_2_test_case_20.json	1,0000	true	true
schema_2_test_case_3.json	0,8333	true	true
schema_2_test_case_4.json	1,0000	true	true
schema_2_test_case_5.json	1,0000	true	true
schema_2_test_case_6.json	1,0000	true	true
schema_2_test_case_7.json	0,9000	true	true
schema_2_test_case_8.json	0,6000	false	true
schema_2_test_case_9.json	1,0000	true	true
schema_30_test_case_1.json	1,0000	true	true
schema_30_test_case_10.json	1,0000	true	true
schema_30_test_case_11.json	1,0000	true	true
schema_30_test_case_12.json	0,9231	true	true
schema_30_test_case_13.json	0,9792	false	true
schema_30_test_case_14.json	1,0000	true	true
schema_30_test_case_15.json	0,1571	false	false
schema_30_test_case_16.json	0,9333	false	true
schema_30_test_case_17.json	1,0000	true	true
schema_30_test_case_18.json	1,0000	true	true
schema_30_test_case_19.json	1,0000	true	true
schema_30_test_case_2.json	1,0000	true	true
schema_30_test_case_20.json	0,9412	false	true
schema_30_test_case_3.json	1,0000	true	true
schema_30_test_case_4.json	1,0000	true	true
schema_30_test_case_5.json	1,0000	true	true
schema_30_test_case_6.json	0,9412	false	true
schema_30_test_case_7.json	1,0000	true	true
schema_30_test_case_8.json	1,0000	true	true
schema_30_test_case_9.json	1,0000	true	true
schema_31_test_case_1.json	1,0000	true	true
schema_31_test_case_10.json	1,0000	true	true
schema_31_test_case_11.json	0,9231	true	true
schema_31_test_case_12.json	0,7222	false	true
schema_31_test_case_13.json	1,0000	true	true
schema_31_test_case_14.json	1,0000	true	true
schema_31_test_case_15.json	1,0000	true	true
schema_31_test_case_16.json	1,0000	true	true
schema_31_test_case_2.json	1,0000	true	true
schema_31_test_case_3.json	0,5143	false	true
schema_31_test_case_4.json	1,0000	true	true
schema_31_test_case_5.json	1,0000	true	true
schema_31_test_case_6.json	1,0000	true	true
schema_31_test_case_7.json	1,0000	true	true
schema_31_test_case_8.json	1,0000	true	true
schema_31_test_case_9.json	1,0000	true	true
schema_32_test_case_1.json	0,8364	false	true
schema_32_test_case_10.json	1,0000	true	true
schema_32_test_case_11.json	1,0000	true	true
schema_32_test_case_12.json	0,9615	true	true
schema_32_test_case_13.json	0,2683	false	false
schema_32_test_case_14.json	1,0000	true	true
schema_32_test_case_15.json	0,1481	false	false
schema_32_test_case_16.json	0,3733	false	false
schema_32_test_case_17.json	1,0000	true	true
schema_32_test_case_18.json	1,0000	true	true
schema_32_test_case_19.json	0,9245	false	true
schema_32_test_case_2.json	1,0000	true	true
schema_32_test_case_20.json	1,0000	true	true
schema_32_test_case_3.json	1,0000	true	true
schema_32_test_case_4.json	1,0000	true	true
schema_32_test_case_5.json	1,0000	true	true
schema_32_test_case_6.json	0,6949	false	true
schema_32_test_case_7.json	1,0000	true	true
schema_32_test_case_8.json	1,0000	true	true
schema_32_test_case_9.json	1,0000	true	true
schema_33_test_case_1.json	1,0000	true	true
schema_33_test_case_10.json	1,0000	true	true
schema_33_test_case_11.json	0,9091	false	true
schema_33_test_case_12.json	0,3659	false	true
schema_33_test_case_13.json	1,0000	true	true
schema_33_test_case_14.json	1,0000	true	true
schema_33_test_case_15.json	1,0000	true	true
schema_33_test_case_16.json	0,9412	true	true
schema_33_test_case_17.json	1,0000	true	true
schema_33_test_case_18.json	1,0000	true	true
schema_33_test_case_19.json	1,0000	true	true
schema_33_test_case_2.json	1,0000	true	true
schema_33_test_case_20.json	1,0000	true	true
schema_33_test_case_3.json	1,0000	true	true
schema_33_test_case_4.json	1,0000	true	true
schema_33_test_case_5.json	1,0000	true	true
schema_33_test_case_6.json	0,9333	true	true
schema_33_test_case_7.json	0,9565	false	true
schema_33_test_case_8.json	0,9167	true	true
schema_33_test_case_9.json	1,0000	true	true
schema_35_test_case_1.json	1,0000	true	false
schema_35_test_case_2.json	1,0000	true	false
schema_35_test_case_3.json	0,6667	false	false
schema_35_test_case_4.json	1,0000	true	false
schema_35_test_case_5.json	1,0000	true	false
schema_35_test_case_6.json	1,0000	true	false
schema_35_test_case_7.json	1,0000	true	false
schema_35_test_case_8.json	1,0000	true	false
schema_37_test_case_1.json	1,0000	true	true
schema_37_test_case_2.json	1,0000	true	true
schema_37_test_case_3.json	1,0000	true	true
schema_37_test_case_4.json	1,0000	true	true
schema_37_test_case_5.json	1,0000	true	true
schema_37_test_case_6.json	1,0000	true	true
schema_37_test_case_7.json	1,0000	true	true
schema_3_test_case_1.json	1,0000	true	true
schema_3_test_case_10.json	1,0000	true	true
schema_3_test_case_11.json	0,9375	false	true
schema_3_test_case_12.json	0,7353	false	true
schema_3_test_case_13.json	1,0000	true	true
schema_3_test_case_14.json	0,5814	false	true
schema_3_test_case_15.json	1,0000	true	true
schema_3_test_case_16.json	1,0000	true	true
schema_3_test_case_17.json	0,9444	false	true
schema_3_test_case_18.json	1,0000	true	true
schema_3_test_case_19.json	1,0000	true	true
schema_3_test_case_2.json	1,0000	true	true
schema_3_test_case_20.json	0,9444	false	true
schema_3_test_case_3.json	0,5435	false	false
schema_3_test_case_4.json	1,0000	true	true
schema_3_test_case_5.json	1,0000	true	true
schema_3_test_case_6.json	1,0000	true	true
schema_3_test_case_7.json	1,0000	true	true
schema_3_test_case_8.json	0,4154	false	false
schema_3_test_case_9.json	1,0000	true	true
schema_4_test_case_1.json	0,8421	false	true
schema_4_test_case_10.json	0,8235	false	true
schema_4_test_case_11.json	1,0000	true	true
schema_4_test_case_12.json	1,0000	true	true
schema_4_test_case_13.json	1,0000	true	true
schema_4_test_case_14.json	1,0000	true	true
schema_4_test_case_15.json	1,0000	true	true
schema_4_test_case_16.json	0,9500	true	true
schema_4_test_case_2.json	1,0000	true	true
schema_4_test_case_3.json	1,0000	true	true
schema_4_test_case_4.json	0,1447	false	false
schema_4_test_case_5.json	0,5556	false	true
schema_4_test_case_6.json	1,0000	true	true
schema_4_test_case_7.json	1,0000	true	true
schema_4_test_case_8.json	1,0000	true	true
schema_4_test_case_9.json	0,9231	true	true
schema_5_test_case_1.json	0,3889	false	true
schema_5_test_case_2.json	1,0000	true	true
schema_5_test_case_3.json	1,0000	true	true
schema_5_test_case_4.json	1,0000	true	true
schema_6_test_case_1.json	1,0000	true	true
schema_6_test_case_2.json	1,0000	true	true
schema_6_test_case_3.json	1,0000	true	true
schema_6_test_case_4.json	0,2344	false	false
schema_7_test_case_1.json	1,0000	true	false
schema_7_test_case_10.json	1,0000	true	false
schema_7_test_case_11.json	0,0390	false	false
schema_7_test_case_12.json	1,0000	true	false
schema_7_test_case_13.json	1,0000	true	false
schema_7_test_case_14.json	0,9333	false	false
schema_7_test_case_15.json	0,9048	false	false
schema_7_test_case_16.json	1,0000	true	false
schema_7_test_case_17.json	1,0000	true	false
schema_7_test_case_18.json	1,0000	true	false
schema_7_test_case_19.json	0,4815	false	false
schema_7_test_case_2.json	0,3913	false	false
schema_7_test_case_20.json	1,0000	true	false
schema_7_test_case_3.json	0,9333	false	false
schema_7_test_case_4.json	0,2188	false	false
schema_7_test_case_5.json	1,0000	true	false
schema_7_test_case_6.json	0,7308	false	false
schema_7_test_case_7.json	1,0000	true	false
schema_7_test_case_8.json	0,8000	false	false
schema_7_test_case_9.json	0,0230	false	false
schema_8_test_case_1.json	0,9231	true	true
schema_8_test_case_2.json	1,0000	true	true
schema_8_test_case_3.json	0,3250	false	true
schema_8_test_case_4.json	1,0000	true	true
schema_8_test_case_5.json	1,0000	true	true
schema_8_test_case_6.json	1,0000	true	true
schema_8_test_case_7.json	1,0000	true	true
schema_8_test_case_8.json	1,0000	true	true
schema_9_test_case_1.json	0,9545	false	true
schema_9_test_case_10.json	1,0000	true	true
schema_9_test_case_11.json	0,9730	false	true
schema_9_test_case_12.json	1,0000	true	true
schema_9_test_case_13.json	0,6429	false	true
schema_9_test_case_14.json	1,0000	true	true
schema_9_test_case_15.json	0,6000	false	true
schema_9_test_case_16.json	0,8000	false	true
schema_9_test_case_17.json	1,0000	true	true
schema_9_test_case_18.json	1,0000	true	true
schema_9_test_case_19.json	1,0000	true	true
schema_9_test_case_2.json	1,0000	true	true
schema_9_test_case_20.json	0,9412	false	true
schema_9_test_case_3.json	1,0000	true	true
schema_9_test_case_4.json	1,0000	true	true
schema_9_test_case_5.json	1,0000	true	true
schema_9_test_case_6.json	1,0000	true	true
schema_9_test_case_7.json	0,6774	false	true
schema_9_test_case_8.json	0,3038	false	false
schema_9_test_case_9.json	1,0000	true	true
